Date, Close/Last
6/17/2019,$145.03 
6/14/2019,$144.64 
6/13/2019,$148.26 
6/12/2019,$146.20 
6/11/2019,$150.75 
6/10/2019,$148.43 
6/7/2019,$145.50 
6/6/2019,$143.78 
6/5/2019,$141.28 
6/4/2019,$143 
6/3/2019,$133.78 
5/31/2019,$135.46 
5/30/2019,$139.11 
5/29/2019,$140.34 
5/28/2019,$143.33 
5/24/2019,$145.15 
5/23/2019,$147.32 
5/22/2019,$152.20 
5/21/2019,$155.06 
5/20/2019,$151.75 
5/17/2019,$156.53 
5/16/2019,$160.19 
5/15/2019,$159.58 
5/14/2019,$162.04 
5/13/2019,$158.45 
5/10/2019,$168.82 
5/9/2019,$170.19 
5/8/2019,$173.92 
5/7/2019,$173.11 
5/6/2019,$179.85 
5/3/2019,$183.01 
5/2/2019,$183.19 
5/1/2019,$180.47 
4/30/2019,$181 
4/29/2019,$179.33 
4/26/2019,$178.09 
4/25/2019,$186.91 
4/24/2019,$191.17 
4/23/2019,$190.67 
4/22/2019,$188.47 
4/18/2019,$186.30 
4/17/2019,$187.29 
4/16/2019,$188.21 
4/15/2019,$184.70 
4/12/2019,$190.01 
4/11/2019,$191.54 
4/10/2019,$192.10 
4/9/2019,$189.26 
4/8/2019,$191.79 
4/5/2019,$190.95 
4/4/2019,$188.26 
4/3/2019,$188.62 
4/2/2019,$183 
4/1/2019,$182.28 
3/29/2019,$179.56 
3/28/2019,$177.25 
3/27/2019,$176.50 
3/26/2019,$176.87 
3/25/2019,$173.78 
3/22/2019,$177.50 
3/21/2019,$183.94 
3/20/2019,$174.40 
3/19/2019,$175.71 
3/18/2019,$168.95 
3/15/2019,$169.81 
3/14/2019,$165.56 
3/13/2019,$168.62 
3/12/2019,$162.52 
3/11/2019,$161.14 
3/8/2019,$150.64 
3/7/2019,$149.26 
3/6/2019,$152.05 
3/5/2019,$156.52 
3/4/2019,$156.78 
3/1/2019,$156.45 
2/28/2019,$154.26 
2/27/2019,$155.41 
2/26/2019,$157.10 
2/25/2019,$158.69 
2/22/2019,$159.19 
2/21/2019,$155.77 
2/20/2019,$158.55 
2/19/2019,$156.64 
2/15/2019,$157.34 
2/14/2019,$154.53 
2/13/2019,$152.88 
2/12/2019,$151.17 
2/11/2019,$146.45 
2/8/2019,$148.17 
2/7/2019,$147.42 
2/6/2019,$153 
2/5/2019,$149.95 
2/4/2019,$149.18 
2/1/2019,$144.73 
1/31/2019,$143.75 
1/30/2019,$137.39 
1/29/2019,$131.60 
1/28/2019,$138.01 
1/25/2019,$160.15 
1/24/2019,$157.84 
1/23/2019,$149.29 
1/22/2019,$148.77 
1/18/2019,$156.93 
1/17/2019,$151.72 
1/16/2019,$148.84 
1/15/2019,$149.87 
1/14/2019,$150.44 
